Indicator,Year,County,State,FIPS,Rate,Cases,Population
HIV diagnoses,2014,Armstrong County ,Pennsylvania,42005,Data suppressed,Data suppressed,"58,425"
HIV diagnoses,2014,Ashland County ,Ohio,39005,Data suppressed,Data suppressed,"44,413"
HIV diagnoses,2014,Ashtabula County ,Ohio,39007,Data suppressed,Data suppressed,"83,464"
HIV diagnoses,2014,Athens County ,Ohio,39009,Data suppressed,Data suppressed,"57,740"
HIV diagnoses,2014,Atoka County ,Oklahoma,40005,Data suppressed,Data suppressed,"11,609"
HIV diagnoses,2014,Auglaize County ,Ohio,39011,Data suppressed,Data suppressed,"38,030"
HIV diagnoses,2014,Baker County ,Oregon,41001,Data suppressed,Data suppressed,"13,841"
HIV diagnoses,2014,Beaver County ,Oklahoma,40007,Data suppressed,Data suppressed,"4,498"
HIV diagnoses,2014,Beaver County ,Pennsylvania,42007,3.4,5,"145,876"
HIV diagnoses,2014,Beckham County ,Oklahoma,40009,Data suppressed,Data suppressed,"19,142"
HIV diagnoses,2014,Bedford County ,Pennsylvania,42009,Data suppressed,Data suppressed,"42,003"
HIV diagnoses,2014,Belmont County ,Ohio,39013,Data suppressed,Data suppressed,"60,083"
HIV diagnoses,2014,Benton County ,Oregon,41003,Data suppressed,Data suppressed,"76,270"
HIV diagnoses,2014,Berks County ,Pennsylvania,42011,9.2,32,"347,802"
HIV diagnoses,2014,Blaine County ,Oklahoma,40011,Data suppressed,Data suppressed,"7,932"
HIV diagnoses,2014,Blair County ,Pennsylvania,42013,4.7,5,"107,431"
HIV diagnoses,2014,Bradford County ,Pennsylvania,42015,Data suppressed,Data suppressed,"52,029"
HIV diagnoses,2014,Brown County ,Ohio,39015,Data suppressed,Data suppressed,"36,888"
HIV diagnoses,2014,Bryan County ,Oklahoma,40013,13.6,5,"36,880"
HIV diagnoses,2014,Bucks County ,Pennsylvania,42017,5.6,30,"535,390"
HIV diagnoses,2014,Butler County ,Ohio,39017,6.5,20,"309,846"
HIV diagnoses,2014,Butler County ,Pennsylvania,42019,Data suppressed,Data suppressed,"159,713"
HIV diagnoses,2014,Caddo County ,Oklahoma,40015,Data suppressed,Data suppressed,"24,055"
HIV diagnoses,2014,Cambria County ,Pennsylvania,42021,5,6,"118,865"
HIV diagnoses,2014,Cameron County ,Pennsylvania,42023,Data suppressed,Data suppressed,"4,213"
HIV diagnoses,2014,Canadian County ,Oklahoma,40017,10.5,11,"104,770"
HIV diagnoses,2014,Carbon County ,Pennsylvania,42025,12.6,7,"55,573"
HIV diagnoses,2014,Carroll County ,Ohio,39019,Data suppressed,Data suppressed,"24,038"
HIV diagnoses,2014,Carter County ,Oklahoma,40019,Data suppressed,Data suppressed,"39,803"
HIV diagnoses,2014,Centre County ,Pennsylvania,42027,3.5,5,"142,222"
HIV diagnoses,2014,Champaign County ,Ohio,39021,Data suppressed,Data suppressed,"32,769"
HIV diagnoses,2014,Cherokee County ,Oklahoma,40021,Data suppressed,Data suppressed,"40,392"
HIV diagnoses,2014,Chester County ,Pennsylvania,42029,4.9,21,"428,968"
HIV diagnoses,2014,Choctaw County ,Oklahoma,40023,Data suppressed,Data suppressed,"12,484"
HIV diagnoses,2014,Cimarron County ,Oklahoma,40025,Data suppressed,Data suppressed,"1,883"
HIV diagnoses,2014,Clackamas County ,Oregon,41005,2.4,8,"334,293"
HIV diagnoses,2014,Clarion County ,Pennsylvania,42031,Data suppressed,Data suppressed,"34,259"
HIV diagnoses,2014,Clark County ,Ohio,39023,Data suppressed,Data suppressed,"114,501"
HIV diagnoses,2014,Clatsop County ,Oregon,41007,Data suppressed,Data suppressed,"32,141"
HIV diagnoses,2014,Clearfield County ,Pennsylvania,42033,8.5,6,"70,597"
HIV diagnoses,2014,Clermont County ,Ohio,39025,7.2,12,"167,049"
HIV diagnoses,2014,Cleveland County ,Oklahoma,40027,8.4,19,"226,708"
HIV diagnoses,2014,Clinton County ,Ohio,39027,Data suppressed,Data suppressed,"34,800"
HIV diagnoses,2014,Clinton County ,Pennsylvania,42035,Data suppressed,Data suppressed,"33,712"
HIV diagnoses,2014,Coal County ,Oklahoma,40029,Data suppressed,Data suppressed,"4,808"
HIV diagnoses,2014,Columbia County ,Oregon,41009,Data suppressed,Data suppressed,"41,951"
HIV diagnoses,2014,Columbia County ,Pennsylvania,42037,Data suppressed,Data suppressed,"58,465"
HIV diagnoses,2014,Columbiana County ,Ohio,39029,Data suppressed,Data suppressed,"90,212"
HIV diagnoses,2014,Comanche County ,Oklahoma,40031,4.9,5,"102,592"
HIV diagnoses,2014,Coos County ,Oregon,41011,Data suppressed,Data suppressed,"54,377"
HIV diagnoses,2014,Coshocton County ,Ohio,39031,Data suppressed,Data suppressed,"30,490"
HIV diagnoses,2014,Cotton County ,Oklahoma,40033,Data suppressed,Data suppressed,"5,121"
HIV diagnoses,2014,Craig County ,Oklahoma,40035,Data suppressed,Data suppressed,"12,320"
HIV diagnoses,2014,Crawford County ,Ohio,39033,Data suppressed,Data suppressed,"36,003"
HIV diagnoses,2014,Crawford County ,Pennsylvania,42039,Data suppressed,Data suppressed,"74,021"
HIV diagnoses,2014,Creek County ,Oklahoma,40037,Data suppressed,Data suppressed,"58,626"
HIV diagnoses,2014,Crook County ,Oregon,41013,Data suppressed,Data suppressed,"18,262"
HIV diagnoses,2014,Cumberland County ,Pennsylvania,42041,4.3,9,"208,407"
HIV diagnoses,2014,Curry County ,Oregon,41015,Data suppressed,Data suppressed,"19,901"
HIV diagnoses,2014,Custer County ,Oklahoma,40039,Data suppressed,Data suppressed,"24,120"
HIV diagnoses,2014,Cuyahoga County ,Ohio,39035,19.4,207,"1,069,303"
HIV diagnoses,2014,Darke County ,Ohio,39037,Data suppressed,Data suppressed,"43,369"
HIV diagnoses,2014,Dauphin County ,Pennsylvania,42043,16.2,37,"228,437"
HIV diagnoses,2014,Defiance County ,Ohio,39039,Data suppressed,Data suppressed,"32,247"
HIV diagnoses,2014,Delaware County ,Ohio,39041,4.6,7,"152,556"
HIV diagnoses,2014,Delaware County ,Oklahoma,40041,Data suppressed,Data suppressed,"35,356"
HIV diagnoses,2014,Delaware County ,Pennsylvania,42045,15.2,72,"474,058"
HIV diagnoses,2014,Deschutes County ,Oregon,41017,Data suppressed,Data suppressed,"144,704"
HIV diagnoses,2014,Dewey County ,Oklahoma,40043,Data suppressed,Data suppressed,"4,013"
HIV diagnoses,2014,Douglas County ,Oregon,41019,5.4,5,"92,301"
HIV diagnoses,2014,Elk County ,Pennsylvania,42047,Data suppressed,Data suppressed,"26,923"
HIV diagnoses,2014,Ellis County ,Oklahoma,40045,Data suppressed,Data suppressed,"3,469"
HIV diagnoses,2014,Erie County ,Ohio,39043,Data suppressed,Data suppressed,"64,806"
HIV diagnoses,2014,Erie County ,Pennsylvania,42049,5.1,12,"235,679"
HIV diagnoses,2014,Fairfield County ,Ohio,39045,5.6,7,"125,194"
HIV diagnoses,2014,Fayette County ,Ohio,39047,Data suppressed,Data suppressed,"23,844"
HIV diagnoses,2014,Fayette County ,Pennsylvania,42051,4.3,5,"115,982"
HIV diagnoses,2014,Forest County ,Pennsylvania,42053,Data suppressed,Data suppressed,"7,233"
HIV diagnoses,2014,Franklin County ,Ohio,39049,20.5,209,"1,017,916"
HIV diagnoses,2014,Franklin County ,Pennsylvania,42055,7,9,"127,991"
HIV diagnoses,2014,Fulton County ,Ohio,39051,Data suppressed,Data suppressed,"35,384"
HIV diagnoses,2014,Fulton County ,Pennsylvania,42057,Data suppressed,Data suppressed,"12,470"
HIV diagnoses,2014,Gallia County ,Ohio,39053,Data suppressed,Data suppressed,"25,359"
HIV diagnoses,2014,Garfield County ,Oklahoma,40047,Data suppressed,Data suppressed,"50,948"
HIV diagnoses,2014,Garvin County ,Oklahoma,40049,Data suppressed,Data suppressed,"22,545"
HIV diagnoses,2014,Geauga County ,Ohio,39055,Data suppressed,Data suppressed,"79,025"
HIV diagnoses,2014,Gilliam County ,Oregon,41021,Data suppressed,Data suppressed,"1,649"
HIV diagnoses,2014,Grady County ,Oklahoma,40051,Data suppressed,Data suppressed,"44,591"
HIV diagnoses,2014,Grant County ,Oklahoma,40053,Data suppressed,Data suppressed,"3,726"
HIV diagnoses,2014,Grant County ,Oregon,41023,Data suppressed,Data suppressed,"6,271"
HIV diagnoses,2014,Greene County ,Ohio,39057,5,7,"140,625"
HIV diagnoses,2014,Greene County ,Pennsylvania,42059,Data suppressed,Data suppressed,"32,676"
HIV diagnoses,2014,Greer County ,Oklahoma,40055,Data suppressed,Data suppressed,"5,259"
HIV diagnoses,2014,Guernsey County ,Ohio,39059,Data suppressed,Data suppressed,"33,236"
HIV diagnoses,2014,Hamilton County ,Ohio,39061,22.7,152,"670,317"
HIV diagnoses,2014,Hancock County ,Ohio,39063,Data suppressed,Data suppressed,"63,080"
HIV diagnoses,2014,Hardin County ,Ohio,39065,Data suppressed,Data suppressed,"26,558"
HIV diagnoses,2014,Harmon County ,Oklahoma,40057,Data suppressed,Data suppressed,"2,291"
HIV diagnoses,2014,Harney County ,Oregon,41025,Data suppressed,Data suppressed,"6,124"
HIV diagnoses,2014,Harper County ,Oklahoma,40059,Data suppressed,Data suppressed,"3,077"
HIV diagnoses,2014,Harrison County ,Ohio,39067,Data suppressed,Data suppressed,"13,270"
HIV diagnoses,2014,Haskell County ,Oklahoma,40061,Data suppressed,Data suppressed,"10,702"
HIV diagnoses,2014,Henry County ,Ohio,39069,Data suppressed,Data suppressed,"23,257"
HIV diagnoses,2014,Highland County ,Ohio,39071,Data suppressed,Data suppressed,"35,777"
HIV diagnoses,2014,Hocking County ,Ohio,39073,Data suppressed,Data suppressed,"24,138"
HIV diagnoses,2014,Holmes County ,Ohio,39075,Data suppressed,Data suppressed,"33,505"
HIV diagnoses,2014,Hood River County ,Oregon,41027,Data suppressed,Data suppressed,"18,816"
HIV diagnoses,2014,Hughes County ,Oklahoma,40063,Data suppressed,Data suppressed,"11,738"
HIV diagnoses,2014,Huntingdon County ,Pennsylvania,42061,Data suppressed,Data suppressed,"39,721"
HIV diagnoses,2014,Huron County ,Ohio,39077,Data suppressed,Data suppressed,"48,521"
HIV diagnoses,2014,Indiana County ,Pennsylvania,42063,Data suppressed,Data suppressed,"76,178"
HIV diagnoses,2014,Jackson County ,Ohio,39079,Data suppressed,Data suppressed,"27,216"
HIV diagnoses,2014,Jackson County ,Oklahoma,40065,Data suppressed,Data suppressed,"20,870"
HIV diagnoses,2014,Jackson County ,Oregon,41029,9,16,"178,726"
HIV diagnoses,2014,Jefferson County ,Ohio,39081,Data suppressed,Data suppressed,"58,551"
HIV diagnoses,2014,Jefferson County ,Oklahoma,40067,Data suppressed,Data suppressed,"5,177"
HIV diagnoses,2014,Jefferson County ,Oregon,41031,Data suppressed,Data suppressed,"18,367"
HIV diagnoses,2014,Jefferson County ,Pennsylvania,42065,Data suppressed,Data suppressed,"37,930"
HIV diagnoses,2014,Johnston County ,Oklahoma,40069,Data suppressed,Data suppressed,"9,187"
HIV diagnoses,2014,Josephine County ,Oregon,41033,Data suppressed,Data suppressed,"72,137"
HIV diagnoses,2014,Juniata County ,Pennsylvania,42067,Data suppressed,Data suppressed,"20,887"
HIV diagnoses,2014,Kay County ,Oklahoma,40071,Data suppressed,Data suppressed,"37,211"
HIV diagnoses,2014,Kingfisher County ,Oklahoma,40073,Data suppressed,Data suppressed,"12,483"
HIV diagnoses,2014,Kiowa County ,Oklahoma,40075,Data suppressed,Data suppressed,"7,744"
HIV diagnoses,2014,Klamath County ,Oregon,41035,Data suppressed,Data suppressed,"55,342"
HIV diagnoses,2014,Knox County ,Ohio,39083,Data suppressed,Data suppressed,"50,970"
HIV diagnoses,2014,Lackawanna County ,Pennsylvania,42069,4.9,9,"182,376"
HIV diagnoses,2014,Lake County ,Ohio,39085,2.6,5,"196,006"
HIV diagnoses,2014,Lake County ,Oregon,41037,Data suppressed,Data suppressed,"6,821"
HIV diagnoses,2014,Lancaster County ,Pennsylvania,42071,6.6,29,"441,281"
HIV diagnoses,2014,Lane County ,Oregon,41039,2.9,9,"310,350"
HIV diagnoses,2014,Latimer County ,Oklahoma,40077,Data suppressed,Data suppressed,"8,963"
HIV diagnoses,2014,Lawrence County ,Ohio,39087,Data suppressed,Data suppressed,"51,945"
HIV diagnoses,2014,Lawrence County ,Pennsylvania,42073,6.6,5,"76,052"
HIV diagnoses,2014,Le Flore County ,Oklahoma,40079,Data suppressed,Data suppressed,"41,204"
HIV diagnoses,2014,Lebanon County ,Pennsylvania,42075,5.3,6,"113,894"
HIV diagnoses,2014,Lehigh County ,Pennsylvania,42077,13.3,40,"300,605"
HIV diagnoses,2014,Licking County ,Ohio,39089,Data suppressed,Data suppressed,"141,308"
HIV diagnoses,2014,Lincoln County ,Oklahoma,40081,Data suppressed,Data suppressed,"28,630"
HIV diagnoses,2014,Lincoln County ,Oregon,41041,Data suppressed,Data suppressed,"40,651"
HIV diagnoses,2014,Linn County ,Oregon,41043,6,6,"99,627"
HIV diagnoses,2014,Logan County ,Ohio,39091,Data suppressed,Data suppressed,"37,872"
HIV diagnoses,2014,Logan County ,Oklahoma,40083,Data suppressed,Data suppressed,"37,701"
HIV diagnoses,2014,Lorain County ,Ohio,39093,5.1,13,"255,856"
HIV diagnoses,2014,Love County ,Oklahoma,40085,Data suppressed,Data suppressed,"8,018"
HIV diagnoses,2014,Lucas County ,Ohio,39095,11.9,43,"362,000"
HIV diagnoses,2014,Luzerne County ,Pennsylvania,42079,6.2,17,"275,569"
HIV diagnoses,2014,Lycoming County ,Pennsylvania,42081,Data suppressed,Data suppressed,"99,244"
HIV diagnoses,2014,Madison County ,Ohio,39097,Data suppressed,Data suppressed,"37,396"
HIV diagnoses,2014,Mahoning County ,Ohio,39099,10.5,21,"200,077"
HIV diagnoses,2014,Major County ,Oklahoma,40093,Data suppressed,Data suppressed,"6,292"
HIV diagnoses,2014,Malheur County ,Oregon,41045,Data suppressed,Data suppressed,"24,754"
HIV diagnoses,2014,Marion County ,Ohio,39101,Data suppressed,Data suppressed,"55,856"
HIV diagnoses,2014,Marion County ,Oregon,41047,6.8,18,"266,111"
HIV diagnoses,2014,Marshall County ,Oklahoma,40095,Data suppressed,Data suppressed,"13,346"
HIV diagnoses,2014,Mayes County ,Oklahoma,40097,Data suppressed,Data suppressed,"33,852"
HIV diagnoses,2014,Mcclain County ,Oklahoma,40087,Data suppressed,Data suppressed,"30,408"
HIV diagnoses,2014,Mccurtain County ,Oklahoma,40089,Data suppressed,Data suppressed,"26,921"
HIV diagnoses,2014,Mcintosh County ,Oklahoma,40091,Data suppressed,Data suppressed,"17,216"
HIV diagnoses,2014,Mckean County ,Pennsylvania,42083,Data suppressed,Data suppressed,"36,688"
HIV diagnoses,2014,Medina County ,Ohio,39103,Data suppressed,Data suppressed,"147,727"
HIV diagnoses,2014,Meigs County ,Ohio,39105,Data suppressed,Data suppressed,"19,764"
HIV diagnoses,2014,Mercer County ,Ohio,39107,Data suppressed,Data suppressed,"33,521"
HIV diagnoses,2014,Mercer County ,Pennsylvania,42085,Data suppressed,Data suppressed,"99,063"
HIV diagnoses,2014,Miami County ,Ohio,39109,Data suppressed,Data suppressed,"87,010"
HIV diagnoses,2014,Mifflin County ,Pennsylvania,42087,Data suppressed,Data suppressed,"39,079"
HIV diagnoses,2014,Monroe County ,Ohio,39111,Data suppressed,Data suppressed,"12,344"
HIV diagnoses,2014,Monroe County ,Pennsylvania,42089,6.2,9,"144,030"
HIV diagnoses,2014,Montgomery County ,Ohio,39113,13,58,"447,165"
HIV diagnoses,2014,Montgomery County ,Pennsylvania,42091,6.5,45,"690,525"
HIV diagnoses,2014,Montour County ,Pennsylvania,42093,Data suppressed,Data suppressed,"15,908"
HIV diagnoses,2014,Morgan County ,Ohio,39115,Data suppressed,Data suppressed,"12,589"
HIV diagnoses,2014,Morrow County ,Ohio,39117,Data suppressed,Data suppressed,"29,252"
HIV diagnoses,2014,Morrow County ,Oregon,41049,Data suppressed,Data suppressed,"8,963"
HIV diagnoses,2014,Multnomah County ,Oregon,41051,18.2,121,"663,654"
HIV diagnoses,2014,Murray County ,Oklahoma,40099,Data suppressed,Data suppressed,"11,468"
HIV diagnoses,2014,Muskingum County ,Ohio,39119,Data suppressed,Data suppressed,"71,985"
HIV diagnoses,2014,Muskogee County ,Oklahoma,40101,8.7,5,"57,434"
HIV diagnoses,2014,Noble County ,Ohio,39121,Data suppressed,Data suppressed,"12,497"
HIV diagnoses,2014,Noble County ,Oklahoma,40103,Data suppressed,Data suppressed,"9,542"
HIV diagnoses,2014,Northampton County ,Pennsylvania,42095,1.9,5,"257,336"
HIV diagnoses,2014,Northumberland County ,Pennsylvania,42097,Data suppressed,Data suppressed,"80,535"
HIV diagnoses,2014,Nowata County ,Oklahoma,40105,Data suppressed,Data suppressed,"8,794"
HIV diagnoses,2014,Okfuskee County ,Oklahoma,40107,Data suppressed,Data suppressed,"10,124"
HIV diagnoses,2014,Oklahoma County ,Oklahoma,40109,18.1,112,"619,377"
HIV diagnoses,2014,Okmulgee County ,Oklahoma,40111,Data suppressed,Data suppressed,"32,497"
HIV diagnoses,2014,Osage County ,Oklahoma,40113,12.4,5,"40,477"
HIV diagnoses,2014,Ottawa County ,Ohio,39123,Data suppressed,Data suppressed,"35,628"
HIV diagnoses,2014,Ottawa County ,Oklahoma,40115,Data suppressed,Data suppressed,"26,350"
HIV diagnoses,2014,Paulding County ,Ohio,39125,Data suppressed,Data suppressed,"15,818"
HIV diagnoses,2014,Pawnee County ,Oklahoma,40117,Data suppressed,Data suppressed,"13,580"
HIV diagnoses,2014,Payne County ,Oklahoma,40119,7.3,5,"68,820"
HIV diagnoses,2014,Perry County ,Ohio,39127,Data suppressed,Data suppressed,"29,832"
HIV diagnoses,2014,Perry County ,Pennsylvania,42099,Data suppressed,Data suppressed,"38,569"
HIV diagnoses,2014,Philadelphia County ,Pennsylvania,42101,42.7,557,"1,305,215"
HIV diagnoses,2014,Pickaway County ,Ohio,39129,18.7,9,"48,124"
HIV diagnoses,2014,Pike County ,Ohio,39131,Data suppressed,Data suppressed,"23,499"
HIV diagnoses,2014,Pike County ,Pennsylvania,42103,Data suppressed,Data suppressed,"49,098"
HIV diagnoses,2014,Pittsburg County ,Oklahoma,40121,Data suppressed,Data suppressed,"37,397"
HIV diagnoses,2014,Polk County ,Oregon,41053,Data suppressed,Data suppressed,"65,268"
HIV diagnoses,2014,Pontotoc County ,Oklahoma,40123,Data suppressed,Data suppressed,"31,418"
HIV diagnoses,2014,Portage County ,Ohio,39133,6.4,9,"140,755"
HIV diagnoses,2014,Pottawatomie County ,Oklahoma,40125,Data suppressed,Data suppressed,"59,174"
HIV diagnoses,2014,Potter County ,Pennsylvania,42105,Data suppressed,Data suppressed,"14,660"
HIV diagnoses,2014,Preble County ,Ohio,39135,Data suppressed,Data suppressed,"34,825"
HIV diagnoses,2014,Pushmataha County ,Oklahoma,40127,Data suppressed,Data suppressed,"9,395"
HIV diagnoses,2014,Putnam County ,Ohio,39137,Data suppressed,Data suppressed,"27,905"
HIV diagnoses,2014,Richland County ,Ohio,39139,Data suppressed,Data suppressed,"103,117"
HIV diagnoses,2014,Roger Mills County ,Oklahoma,40129,Data suppressed,Data suppressed,"3,036"
HIV diagnoses,2014,Rogers County ,Oklahoma,40131,Data suppressed,Data suppressed,"74,641"
HIV diagnoses,2014,Ross County ,Ohio,39141,Data suppressed,Data suppressed,"65,411"
HIV diagnoses,2014,Sandusky County ,Ohio,39143,Data suppressed,Data suppressed,"50,226"
